id;Model;Year;Region;Color;Fuel_Type;Transmission;Engine_Size_L;Mileage_KM;Price_USD;Sales_Volume;Sales_Classification
33936;X3;2014;Africa;White;Diesel;Automatic;40;15032;78606;9642;High
33937;5 Series;2018;North America;Silver;Hybrid;Manual;46;32044;82774;578;Low
33938;i8;2021;South America;Black;Petrol;Automatic;34;133147;51393;8287;High
33939;X1;2011;Europe;Grey;Diesel;Manual;25;35219;57320;7250;High
33940;M3;2016;Europe;Red;Petrol;Automatic;45;170021;64134;1745;Low
33941;3 Series;2015;South America;Red;Diesel;Automatic;25;96605;49023;8884;High
33942;X5;2016;South America;White;Diesel;Automatic;38;153740;57097;7836;High
33943;7 Series;2021;North America;Silver;Diesel;Manual;22;78732;65170;5057;Low
33944;X1;2013;South America;Black;Diesel;Automatic;37;28250;115992;7010;High
33945;3 Series;2018;Asia;White;Diesel;Manual;44;25654;81554;8718;High
33946;X5;2016;Africa;Silver;Hybrid;Automatic;34;5715;86013;3346;Low
33947;i8;2011;South America;Black;Petrol;Automatic;31;35338;100838;579;Low
33948;X3;2022;Europe;Silver;Hybrid;Automatic;50;22384;42267;9946;High
33949;M5;2013;Asia;Blue;Diesel;Manual;16;35736;117020;1631;Low
33950;i8;2014;Asia;Blue;Diesel;Automatic;27;84003;114968;1613;Low
33951;X1;2011;Europe;Black;Petrol;Automatic;47;103219;63757;3076;Low
33952;i3;2019;South America;Silver;Hybrid;Manual;37;8866;104993;8232;High
33953;X5;2017;North America;Blue;Hybrid;Manual;34;57368;38287;9526;High
33954;X3;2010;North America;White;Electric;Automatic;37;33409;76464;2687;Low
33955;i3;2024;Middle East;Blue;Petrol;Manual;26;148913;114691;6342;Low
33956;7 Series;2012;Asia;White;Electric;Manual;17;8730;49936;3666;Low
33957;X5;2024;North America;White;Petrol;Manual;25;5041;91296;7592;High
33958;X6;2023;Africa;Blue;Hybrid;Manual;27;100899;45134;553;Low
33959;X3;2010;Asia;Black;Diesel;Manual;32;161426;77827;9338;High
33960;7 Series;2024;Middle East;Blue;Hybrid;Automatic;29;58137;75958;1793;Low
33961;M5;2014;Europe;Black;Hybrid;Automatic;33;75168;31940;3447;Low
33962;M3;2017;Middle East;White;Electric;Manual;22;82819;72278;938;Low
33963;M3;2016;Asia;Silver;Diesel;Manual;21;132801;116161;5168;Low
33964;7 Series;2018;Asia;Red;Hybrid;Manual;27;60573;31651;2596;Low
33965;5 Series;2011;Middle East;Red;Electric;Manual;32;4808;107718;2960;Low
33966;X1;2021;Africa;Black;Electric;Manual;27;136257;85474;5221;Low
33967;3 Series;2017;North America;Blue;Hybrid;Automatic;35;8375;112478;3381;Low
33968;5 Series;2017;Middle East;White;Hybrid;Manual;26;163061;49790;3906;Low
33969;7 Series;2023;South America;Blue;Hybrid;Manual;21;103933;73985;9887;High
33970;i8;2015;Asia;Red;Electric;Manual;45;196873;77686;8757;High
33971;i3;2012;Africa;Grey;Diesel;Automatic;22;149927;90909;1883;Low
33972;X3;2011;Middle East;Grey;Hybrid;Automatic;49;52807;104210;3924;Low
33973;3 Series;2023;South America;Grey;Diesel;Manual;50;85304;70757;8536;High
33974;5 Series;2017;Africa;White;Petrol;Automatic;39;122672;59884;6929;Low
33975;X3;2015;Middle East;Blue;Diesel;Manual;33;184001;82274;2362;Low
33976;i8;2013;Africa;White;Diesel;Manual;43;101212;90861;8563;High
33977;X5;2014;Asia;Red;Petrol;Automatic;46;146194;106221;6507;Low
33978;7 Series;2014;Middle East;White;Hybrid;Automatic;40;118727;90175;612;Low
33979;X1;2022;Asia;Black;Petrol;Automatic;19;137199;115558;8166;High
33980;X1;2018;Middle East;Silver;Electric;Manual;15;50839;62472;1122;Low
33981;i8;2022;Middle East;Blue;Diesel;Automatic;22;479;59718;5781;Low
33982;X5;2022;Asia;Blue;Petrol;Manual;22;190981;31041;7990;High
33983;7 Series;2018;Africa;Blue;Electric;Manual;21;129233;80828;412;Low
33984;i8;2017;Asia;Red;Electric;Automatic;33;71466;81522;8247;High
33985;3 Series;2017;North America;White;Electric;Automatic;33;114252;56826;6561;Low
33986;X3;2021;Africa;White;Diesel;Automatic;40;149612;112653;9556;High
33987;M5;2011;Europe;Grey;Electric;Manual;22;86143;68465;5043;Low
33988;i3;2023;Middle East;Grey;Diesel;Automatic;18;97359;84061;1898;Low
33989;5 Series;2012;Middle East;Blue;Petrol;Automatic;38;28691;37300;4976;Low
33990;X6;2023;South America;Blue;Electric;Automatic;32;96002;79978;4728;Low
33991;M5;2017;Africa;Grey;Electric;Manual;38;117636;35775;3567;Low
33992;M3;2022;Europe;Grey;Hybrid;Manual;28;72550;44299;3646;Low
33993;3 Series;2014;Europe;Red;Diesel;Automatic;41;180904;95165;2547;Low
33994;X1;2016;North America;Grey;Hybrid;Automatic;39;28617;90225;6006;Low
33995;i8;2023;Europe;Blue;Petrol;Automatic;38;188368;71413;2780;Low
33996;3 Series;2017;Africa;White;Diesel;Manual;16;14157;43134;7106;High
33997;5 Series;2015;Asia;White;Hybrid;Automatic;45;19405;97025;1296;Low
33998;X6;2024;Middle East;Red;Electric;Manual;28;146606;34128;8242;High
33999;M5;2014;Asia;Black;Hybrid;Automatic;20;135772;50539;8056;High
34000;M3;2017;North America;Grey;Diesel;Automatic;41;102596;40274;2294;Low
34001;i3;2010;Asia;White;Petrol;Manual;32;125955;82775;3747;Low
34002;i8;2010;Middle East;Blue;Hybrid;Automatic;16;19295;90185;324;Low
34003;X6;2010;North America;Blue;Electric;Automatic;42;72288;94917;2999;Low
34004;X1;2012;Europe;Black;Petrol;Manual;30;47823;85139;155;Low
34005;7 Series;2019;South America;Silver;Hybrid;Manual;41;146886;85818;5341;Low
34006;3 Series;2022;Middle East;Red;Electric;Manual;41;74865;87847;3200;Low
34007;M3;2021;North America;White;Petrol;Manual;18;196217;44189;2901;Low
34008;X5;2015;Africa;Blue;Petrol;Manual;36;19962;44641;4541;Low
34009;3 Series;2015;South America;Silver;Petrol;Automatic;28;103382;100973;4965;Low
34010;5 Series;2014;Middle East;White;Diesel;Automatic;34;62245;32516;1059;Low
34011;5 Series;2022;Europe;Black;Electric;Manual;18;80872;45532;6968;Low
34012;M5;2022;South America;Grey;Hybrid;Manual;36;110799;98271;2781;Low
34013;X5;2023;Africa;Grey;Diesel;Manual;42;61014;41635;386;Low
34014;i8;2016;South America;Blue;Diesel;Manual;50;1255;57545;8765;High
34015;i8;2014;North America;Blue;Hybrid;Automatic;26;167907;68619;5359;Low
34016;M5;2023;Middle East;Silver;Diesel;Automatic;20;60755;43432;7230;High
34017;X5;2011;Europe;Red;Diesel;Automatic;28;97686;102826;5542;Low
34018;X1;2013;Africa;Silver;Hybrid;Manual;16;169519;117672;238;Low
34019;X1;2010;North America;Silver;Electric;Automatic;29;130509;31814;8512;High
34020;M3;2016;South America;Grey;Diesel;Automatic;47;133923;103055;1355;Low
34021;i3;2013;South America;White;Petrol;Manual;22;52269;32044;2171;Low
34022;i3;2022;South America;Silver;Petrol;Automatic;32;160003;54792;6482;Low
34023;M3;2013;North America;Red;Diesel;Automatic;35;168254;45819;1634;Low
34024;X6;2022;Europe;Red;Hybrid;Automatic;21;7505;45684;5005;Low
34025;5 Series;2013;Africa;Grey;Hybrid;Manual;27;78804;43644;9274;High
34026;M5;2012;Europe;Silver;Electric;Manual;47;125852;86699;492;Low
34027;X5;2017;North America;White;Hybrid;Automatic;25;155862;102472;9771;High
34028;X3;2013;Middle East;Black;Electric;Automatic;37;47669;69654;3677;Low
34029;3 Series;2017;North America;White;Electric;Automatic;20;42960;91298;2110;Low
34030;3 Series;2018;Asia;Silver;Petrol;Automatic;38;59896;80235;5537;Low
34031;3 Series;2010;South America;Black;Diesel;Automatic;25;87530;86806;8655;High
34032;3 Series;2024;Europe;White;Petrol;Automatic;23;74685;103509;9493;High
34033;X3;2013;Asia;Grey;Electric;Automatic;19;2929;32435;1658;Low
34034;M3;2015;Asia;White;Petrol;Manual;17;131858;86089;8176;High
34035;M5;2017;Middle East;Red;Hybrid;Manual;49;107731;72714;542;Low
34036;7 Series;2023;South America;Silver;Hybrid;Manual;29;163446;98775;245;Low
34037;5 Series;2015;North America;Silver;Diesel;Manual;42;120124;109807;1341;Low
34038;X6;2021;South America;Black;Hybrid;Manual;47;149626;74935;9800;High
34039;i3;2015;Africa;Blue;Diesel;Automatic;22;158294;78913;5108;Low
34040;M3;2019;Asia;Red;Petrol;Automatic;45;111195;99439;8761;High
34041;i8;2013;Asia;Black;Electric;Automatic;40;22261;95504;4772;Low
34042;i3;2018;Europe;Blue;Electric;Automatic;35;133640;77914;9018;High
34043;i3;2016;Middle East;Black;Petrol;Manual;43;103256;86952;6820;Low
34044;3 Series;2023;South America;Silver;Diesel;Manual;19;194770;111751;1102;Low
34045;X5;2020;North America;Blue;Petrol;Manual;24;38490;51670;3021;Low
34046;X5;2015;Asia;Silver;Hybrid;Automatic;20;188688;78883;9541;High
34047;5 Series;2010;North America;Red;Electric;Automatic;46;78463;62252;1841;Low
34048;M5;2011;Africa;Black;Hybrid;Automatic;18;4932;78246;9088;High
34049;i3;2021;North America;Red;Diesel;Manual;49;9974;73043;7242;High
34050;i3;2015;North America;Grey;Electric;Automatic;19;128744;109171;1856;Low
34051;X6;2020;Asia;Red;Diesel;Automatic;38;87324;52559;3420;Low
34052;i8;2024;North America;Silver;Petrol;Automatic;38;69153;93839;768;Low
34053;i3;2010;Europe;Blue;Diesel;Manual;48;140583;57892;837;Low
34054;3 Series;2024;Europe;Black;Petrol;Manual;26;1181;56904;8351;High
34055;M5;2024;Europe;Black;Diesel;Automatic;27;93723;58847;7451;High
34056;i3;2020;Middle East;Red;Petrol;Automatic;45;42283;73091;9590;High
34057;M5;2014;Europe;Grey;Electric;Automatic;49;19999;54041;283;Low
34058;M5;2010;Europe;Silver;Hybrid;Automatic;16;10532;107368;3208;Low
34059;5 Series;2022;Africa;Red;Hybrid;Manual;37;22576;96283;2513;Low
34060;X6;2012;Africa;Blue;Hybrid;Manual;24;132317;103364;4520;Low
34061;M5;2021;Europe;Red;Petrol;Automatic;40;159969;37631;8539;High
34062;M5;2021;South America;Grey;Hybrid;Manual;42;116285;58668;7643;High
34063;M3;2021;Middle East;White;Hybrid;Manual;42;196795;69240;3759;Low
34064;M3;2016;South America;Silver;Diesel;Manual;30;6919;60288;4906;Low
34065;X3;2014;North America;Blue;Hybrid;Automatic;21;141400;47223;5786;Low
34066;i8;2024;Africa;Black;Electric;Automatic;35;84086;85168;9092;High
34067;3 Series;2021;Europe;Black;Diesel;Automatic;43;105825;64539;3623;Low
34068;3 Series;2024;Middle East;Black;Petrol;Manual;47;75640;78623;8822;High
34069;i3;2019;Asia;Blue;Electric;Automatic;31;126717;79746;1871;Low
34070;X1;2010;North America;Black;Electric;Automatic;24;194583;66811;1275;Low
34071;7 Series;2010;South America;Silver;Diesel;Manual;19;17770;94289;1118;Low
34072;i8;2024;Middle East;Blue;Hybrid;Automatic;43;104030;49911;3902;Low
34073;X6;2017;Africa;Blue;Petrol;Automatic;34;97346;118021;6352;Low
34074;5 Series;2020;South America;Black;Petrol;Automatic;39;102592;40425;8550;High
34075;X3;2023;North America;Grey;Electric;Automatic;21;45253;57016;3926;Low
34076;3 Series;2022;South America;Blue;Electric;Automatic;15;54569;60204;2772;Low
34077;X3;2018;Asia;Red;Hybrid;Automatic;49;60789;59747;6861;Low
34078;X6;2016;Asia;White;Diesel;Manual;43;190894;74949;1157;Low
34079;M3;2022;Asia;Red;Electric;Automatic;29;43068;100477;6373;Low
34080;i8;2012;Africa;Blue;Electric;Automatic;31;130559;51575;7349;High
34081;i8;2021;Africa;White;Diesel;Automatic;48;46662;45835;3793;Low
34082;3 Series;2015;Middle East;Blue;Electric;Automatic;22;163656;96086;5053;Low
34083;i3;2012;South America;Black;Hybrid;Automatic;43;145312;112406;535;Low
34084;X3;2019;North America;Blue;Diesel;Automatic;16;194231;72432;7475;High
34085;X3;2013;Asia;Black;Diesel;Automatic;46;169685;51665;3900;Low
34086;X3;2021;Middle East;Silver;Petrol;Automatic;36;35404;113097;666;Low
34087;X6;2013;Africa;Red;Electric;Automatic;32;76465;36916;935;Low
34088;X1;2012;Europe;Black;Petrol;Manual;40;146726;106041;6887;Low
34089;X6;2019;Africa;Red;Petrol;Manual;17;176861;116342;8806;High
34090;i3;2015;Middle East;Black;Hybrid;Manual;22;60584;77200;9244;High
34091;3 Series;2014;Asia;Silver;Diesel;Manual;29;91504;115833;3466;Low
34092;5 Series;2020;Africa;Black;Diesel;Automatic;37;166519;75307;3663;Low
34093;i8;2018;Europe;Black;Diesel;Manual;20;185130;78607;9679;High
34094;X5;2018;Middle East;White;Petrol;Manual;28;51066;79975;7910;High
34095;M3;2012;Africa;Red;Petrol;Automatic;24;3377;71101;2974;Low
34096;X6;2022;Asia;Grey;Diesel;Manual;38;143518;103745;3371;Low
34097;X3;2018;South America;Blue;Petrol;Manual;47;108410;106746;2783;Low
34098;7 Series;2022;Middle East;Grey;Hybrid;Automatic;21;141802;70986;9534;High
34099;X3;2021;Europe;Silver;Diesel;Automatic;22;54809;50213;1641;Low
34100;i3;2012;Africa;Grey;Electric;Manual;36;4577;72628;487;Low
34101;i8;2013;North America;Black;Petrol;Automatic;31;19132;117009;5613;Low
34102;X1;2010;Europe;Silver;Petrol;Automatic;40;96688;81637;6691;Low
34103;i3;2014;Africa;White;Hybrid;Automatic;25;140801;77322;2420;Low
34104;M3;2021;Middle East;White;Diesel;Automatic;34;49497;90625;1968;Low
34105;i8;2018;Africa;Black;Petrol;Manual;29;134907;68708;6726;Low
34106;i3;2024;Europe;Blue;Diesel;Automatic;25;102509;45232;7907;High
34107;X6;2011;Africa;Blue;Petrol;Manual;41;136965;47743;6847;Low
34108;M3;2013;Europe;Blue;Hybrid;Automatic;43;127205;38315;5065;Low
34109;X5;2019;North America;Blue;Hybrid;Manual;27;173971;119126;2398;Low
34110;X3;2011;Europe;Red;Electric;Automatic;37;81992;55393;3338;Low
34111;M5;2023;Asia;Silver;Hybrid;Automatic;21;31425;109403;2064;Low
34112;i3;2017;Europe;Grey;Diesel;Manual;43;26852;72016;1314;Low
34113;7 Series;2018;North America;Red;Petrol;Manual;25;199069;74639;6508;Low
34114;3 Series;2012;Asia;Silver;Diesel;Manual;21;61600;86860;7927;High
34115;i8;2022;North America;White;Diesel;Manual;48;35993;106971;5803;Low
34116;i8;2024;Europe;White;Diesel;Manual;30;100925;69906;5584;Low
34117;3 Series;2018;North America;Blue;Hybrid;Automatic;38;191791;47570;883;Low
34118;X3;2015;Asia;White;Electric;Manual;43;124024;35773;3037;Low
34119;X5;2015;Asia;Grey;Diesel;Manual;39;151694;111572;2200;Low
34120;7 Series;2016;North America;Grey;Diesel;Manual;35;71265;82711;1026;Low
34121;i3;2021;Asia;Silver;Electric;Automatic;28;171370;75095;2894;Low
34122;7 Series;2014;South America;Red;Hybrid;Automatic;47;60814;57958;1245;Low
34123;X1;2015;Asia;Silver;Hybrid;Manual;20;50124;57167;5762;Low
34124;5 Series;2020;Asia;Red;Diesel;Manual;46;124473;74400;9490;High
34125;M5;2010;North America;Red;Hybrid;Manual;40;18648;113199;1869;Low
34126;M5;2012;Europe;Blue;Electric;Automatic;35;119734;72249;1334;Low
34127;X1;2021;Middle East;White;Hybrid;Automatic;26;135887;100748;8672;High
34128;X1;2018;North America;White;Hybrid;Automatic;20;125686;67227;7099;High
34129;5 Series;2021;North America;Black;Electric;Automatic;31;147647;47799;3283;Low
34130;3 Series;2014;Middle East;Grey;Electric;Manual;42;109478;100585;6946;Low
34131;i8;2014;Asia;Red;Diesel;Automatic;41;5673;108766;5082;Low
34132;5 Series;2017;Africa;Black;Diesel;Automatic;38;90698;62532;9676;High
34133;i8;2020;North America;Grey;Electric;Automatic;50;100998;70580;3016;Low
34134;X3;2020;North America;White;Electric;Manual;49;197269;109396;3851;Low
34135;M3;2022;Asia;Silver;Petrol;Automatic;29;113961;32757;216;Low
34136;M3;2011;North America;Grey;Petrol;Automatic;22;51643;77858;4147;Low
34137;X6;2022;Middle East;Silver;Petrol;Automatic;31;6157;65632;8181;High
34138;i8;2016;Middle East;Blue;Electric;Automatic;45;31668;96493;4280;Low
34139;X3;2018;North America;Grey;Electric;Automatic;31;67142;46834;7811;High
34140;X3;2016;Europe;Grey;Petrol;Manual;27;156060;101349;2586;Low
34141;X3;2021;Europe;Blue;Diesel;Automatic;41;32370;37557;9813;High
34142;i3;2014;Europe;White;Hybrid;Automatic;38;52173;109605;4224;Low
34143;X3;2022;Africa;Red;Hybrid;Manual;49;9846;59113;2182;Low
34144;X3;2015;North America;Red;Electric;Manual;34;20882;52665;210;Low
34145;X6;2013;Middle East;Silver;Hybrid;Automatic;49;127046;52279;5535;Low
34146;X3;2023;Africa;Silver;Hybrid;Manual;25;194029;91387;9452;High
34147;7 Series;2021;Europe;White;Petrol;Automatic;45;195835;35784;3858;Low
34148;i8;2016;South America;Grey;Hybrid;Manual;27;53909;38865;653;Low
34149;7 Series;2010;South America;Red;Hybrid;Automatic;43;151962;64007;9848;High
34150;i8;2013;South America;Grey;Electric;Automatic;47;158712;45232;7030;High
34151;X1;2012;Middle East;Grey;Hybrid;Automatic;37;64889;49788;7973;High
34152;5 Series;2022;Asia;Grey;Diesel;Manual;40;173512;105798;7974;High
34153;M5;2013;Africa;Silver;Hybrid;Automatic;49;1809;58042;8549;High
34154;X5;2010;Africa;Grey;Petrol;Automatic;28;115153;47379;6517;Low
34155;3 Series;2021;Middle East;Black;Electric;Manual;33;191432;93592;8723;High
34156;X6;2022;South America;Red;Hybrid;Manual;46;181482;56770;2174;Low
34157;3 Series;2011;Europe;Blue;Electric;Automatic;39;34922;49118;2638;Low
34158;5 Series;2021;South America;Red;Diesel;Automatic;46;50144;111137;1972;Low
34159;M5;2020;Middle East;Silver;Hybrid;Manual;37;117536;47782;1852;Low
34160;X3;2022;Europe;Red;Petrol;Manual;41;177930;75756;2008;Low
34161;7 Series;2018;Asia;Black;Diesel;Automatic;15;47865;112736;7318;High
34162;M3;2024;South America;White;Hybrid;Automatic;27;110912;89826;4068;Low
34163;M5;2016;Middle East;Grey;Hybrid;Manual;42;55754;111466;8954;High
34164;5 Series;2022;Asia;Red;Electric;Manual;29;65113;53990;2402;Low
34165;5 Series;2015;Asia;Grey;Hybrid;Manual;28;40262;37780;7710;High
34166;X5;2011;South America;Red;Diesel;Manual;48;61601;87837;435;Low
34167;M3;2010;Middle East;Blue;Diesel;Automatic;34;177287;54037;7382;High
34168;X6;2011;South America;Black;Petrol;Manual;22;172351;69881;3579;Low
34169;5 Series;2016;North America;Red;Diesel;Manual;32;58745;86026;3218;Low
34170;5 Series;2011;Africa;Grey;Electric;Manual;33;118754;80170;2889;Low
34171;i3;2012;Africa;Grey;Electric;Manual;50;38087;84677;8658;High
34172;7 Series;2017;Middle East;Red;Hybrid;Automatic;40;124461;73142;1199;Low
34173;M3;2016;North America;Silver;Hybrid;Manual;33;101522;39987;1011;Low
34174;7 Series;2021;Africa;Grey;Petrol;Automatic;30;56510;75868;5878;Low
34175;X5;2020;Asia;Silver;Diesel;Manual;47;83751;65603;1249;Low
34176;5 Series;2020;South America;White;Petrol;Automatic;38;3194;38449;9637;High
34177;X1;2023;Asia;Silver;Electric;Automatic;27;74239;84274;7232;High
34178;X6;2020;Europe;Red;Electric;Automatic;31;21035;110183;4392;Low
34179;3 Series;2018;North America;White;Diesel;Automatic;25;33619;53855;5075;Low
34180;M5;2021;Asia;Blue;Hybrid;Automatic;49;4264;38164;2601;Low
34181;5 Series;2013;North America;White;Electric;Manual;40;4750;92031;2117;Low
34182;7 Series;2016;Europe;Grey;Diesel;Manual;29;190864;101602;9401;High
34183;M3;2010;Asia;Blue;Petrol;Automatic;21;69939;51771;2979;Low
34184;M5;2020;Middle East;Grey;Petrol;Automatic;21;104259;85705;6698;Low
34185;X3;2020;Middle East;Red;Petrol;Automatic;32;143233;50656;189;Low
34186;M5;2011;Asia;White;Petrol;Automatic;31;165778;119634;2869;Low
34187;i8;2016;Middle East;White;Electric;Automatic;30;19637;92437;8034;High
34188;M3;2024;Europe;Red;Petrol;Manual;45;111179;113057;5755;Low
34189;7 Series;2011;Asia;Grey;Petrol;Manual;49;104269;85865;3950;Low
34190;3 Series;2015;Middle East;Black;Electric;Automatic;27;59773;110110;6163;Low
34191;M3;2022;Europe;Red;Electric;Automatic;25;188420;32197;7958;High
34192;i8;2019;North America;Black;Petrol;Manual;42;126617;92301;6732;Low
34193;5 Series;2021;Africa;Red;Hybrid;Manual;31;90313;105805;2483;Low
34194;M3;2018;Africa;Red;Electric;Automatic;23;104851;96000;7973;High
34195;7 Series;2020;Middle East;Red;Hybrid;Manual;21;85259;34668;526;Low
34196;M5;2014;Africa;Blue;Electric;Manual;25;67142;87117;9847;High
34197;X6;2019;Asia;Red;Diesel;Manual;15;49943;76065;3110;Low
34198;i8;2016;Africa;Grey;Electric;Manual;48;47861;43963;5314;Low
34199;5 Series;2022;Asia;Blue;Diesel;Automatic;30;96790;111585;5318;Low
34200;3 Series;2010;Middle East;Blue;Diesel;Manual;18;158065;74438;6859;Low
34201;i3;2017;Asia;Black;Electric;Manual;21;155787;116054;9224;High
34202;X1;2018;North America;Black;Petrol;Automatic;26;193091;119264;5202;Low
34203;M5;2024;North America;Red;Hybrid;Automatic;34;193795;115639;3054;Low
34204;5 Series;2022;Africa;Blue;Diesel;Automatic;40;186682;31525;9544;High
34205;M3;2014;Asia;Black;Electric;Automatic;26;28856;94598;7653;High
34206;5 Series;2015;Middle East;Silver;Petrol;Manual;49;121532;34389;1963;Low
34207;5 Series;2022;Asia;Silver;Diesel;Manual;42;174379;74833;5932;Low
34208;X3;2020;South America;Blue;Electric;Automatic;44;132302;110392;6024;Low
34209;5 Series;2017;Middle East;Silver;Electric;Manual;26;171079;51314;4312;Low
34210;X6;2013;North America;Red;Hybrid;Manual;28;143948;72116;3280;Low
34211;5 Series;2011;Europe;Silver;Diesel;Manual;34;138833;103103;5964;Low
34212;i8;2024;Asia;Silver;Electric;Manual;31;135190;89114;364;Low
34213;3 Series;2019;Africa;Grey;Electric;Manual;24;163765;36754;7038;High
34214;3 Series;2017;Europe;Grey;Electric;Automatic;50;45976;47495;2879;Low
34215;X6;2011;South America;Silver;Petrol;Automatic;45;85209;54818;7256;High
34216;3 Series;2014;Europe;Red;Diesel;Automatic;23;160433;50441;2063;Low
34217;X5;2024;North America;White;Diesel;Automatic;46;97480;97181;5655;Low
34218;X1;2022;Europe;Grey;Petrol;Automatic;36;170293;36745;2639;Low
34219;5 Series;2015;South America;Black;Hybrid;Automatic;15;122126;51680;2629;Low
34220;X1;2014;Middle East;White;Hybrid;Manual;27;139953;63326;4351;Low
34221;X5;2015;Europe;Grey;Hybrid;Automatic;16;81872;62624;4463;Low
34222;M3;2015;North America;Red;Electric;Automatic;18;18356;101467;1853;Low
34223;X1;2012;Asia;Blue;Hybrid;Manual;21;174496;31952;8281;High
34224;i8;2020;Middle East;Blue;Diesel;Manual;32;49526;92855;7575;High
34225;i3;2020;South America;White;Hybrid;Manual;28;144018;69176;2965;Low
34226;M3;2012;Europe;White;Electric;Manual;20;8243;110731;948;Low
34227;X5;2018;South America;Black;Hybrid;Manual;29;139708;62689;1802;Low
34228;X5;2012;Europe;Blue;Hybrid;Manual;26;20133;75930;4868;Low
34229;M5;2012;Middle East;Grey;Petrol;Automatic;29;197719;98355;1101;Low
34230;X5;2020;Asia;Grey;Diesel;Automatic;21;29033;49695;7514;High
34231;X3;2023;Middle East;Blue;Diesel;Manual;36;146010;42922;7274;High
34232;M5;2011;Africa;Red;Hybrid;Automatic;17;179548;100203;381;Low
34233;5 Series;2016;Africa;Blue;Diesel;Automatic;29;1940;71261;925;Low
34234;X5;2019;Africa;White;Electric;Manual;46;11995;40358;2141;Low
34235;i8;2019;Europe;White;Petrol;Automatic;30;102880;86516;5520;Low
34236;X1;2013;Africa;Silver;Petrol;Manual;30;117171;100612;491;Low
34237;i3;2010;South America;White;Petrol;Automatic;17;108274;90853;7454;High
34238;X3;2015;Middle East;Silver;Hybrid;Manual;36;3863;101400;1807;Low
34239;M3;2014;Middle East;Blue;Diesel;Automatic;48;34214;55745;8266;High
34240;X1;2023;Asia;Red;Electric;Automatic;25;26834;77497;5961;Low
34241;X6;2020;Africa;Silver;Hybrid;Automatic;29;2953;32835;1222;Low
34242;X6;2011;South America;Red;Petrol;Automatic;36;198048;80032;964;Low
34243;M3;2015;South America;Red;Petrol;Automatic;18;33834;73809;8020;High
34244;5 Series;2010;Africa;Silver;Petrol;Automatic;48;108134;91955;534;Low
34245;M3;2012;Middle East;Silver;Hybrid;Manual;31;100653;103203;9410;High
34246;X1;2013;North America;Blue;Electric;Manual;19;171774;104791;270;Low
34247;M3;2022;Europe;Red;Diesel;Automatic;27;194943;114270;776;Low
34248;3 Series;2012;Middle East;Red;Petrol;Automatic;28;160483;115952;6639;Low
34249;X3;2024;South America;Black;Diesel;Manual;27;12605;112640;9546;High
34250;i3;2022;Africa;Blue;Electric;Manual;39;191602;111306;4762;Low
34251;X3;2015;Africa;Grey;Electric;Automatic;27;98580;105619;7936;High
34252;3 Series;2020;Middle East;Blue;Electric;Manual;26;45972;42850;3445;Low
34253;X1;2013;Asia;Silver;Diesel;Automatic;26;49678;58882;8905;High
34254;M3;2023;Asia;White;Diesel;Automatic;42;17457;93802;2583;Low
34255;X5;2010;South America;White;Electric;Manual;26;113204;47328;4648;Low
34256;3 Series;2014;South America;Blue;Electric;Automatic;15;154746;92310;7962;High
34257;M5;2014;South America;Red;Electric;Automatic;28;92357;37047;6295;Low
34258;X5;2018;Africa;Red;Diesel;Automatic;25;28059;72086;3972;Low
34259;7 Series;2017;North America;Red;Diesel;Manual;47;104592;75300;4880;Low
34260;M3;2024;Europe;Black;Electric;Manual;32;121667;75472;6594;Low
34261;X5;2017;Middle East;White;Petrol;Manual;23;56105;95773;9554;High
34262;7 Series;2014;Middle East;Red;Diesel;Manual;49;44286;43046;6255;Low
34263;X1;2017;Asia;Red;Petrol;Manual;24;7785;103925;6769;Low
34264;7 Series;2023;Europe;Blue;Petrol;Manual;42;176185;113541;8051;High
34265;5 Series;2019;South America;Blue;Diesel;Automatic;38;132389;93305;3465;Low
34266;M3;2016;Europe;Grey;Diesel;Manual;31;141503;114263;2446;Low
34267;X1;2010;South America;White;Hybrid;Automatic;29;15823;37235;6429;Low
34268;X3;2021;Middle East;Red;Diesel;Automatic;46;4781;52375;3177;Low
34269;i3;2016;Middle East;Silver;Diesel;Automatic;32;22846;109512;378;Low
34270;i3;2020;Asia;White;Hybrid;Automatic;28;168491;73411;316;Low
34271;i3;2017;South America;Red;Hybrid;Manual;27;81447;47364;9099;High
34272;3 Series;2012;Middle East;Silver;Diesel;Automatic;25;184330;101744;5543;Low
34273;i3;2018;Europe;Silver;Electric;Manual;29;26204;107719;6266;Low
34274;X6;2017;Asia;White;Hybrid;Automatic;19;133502;69943;2998;Low
34275;X5;2011;Europe;Blue;Hybrid;Automatic;17;151565;57062;1365;Low
34276;7 Series;2015;South America;Black;Diesel;Manual;34;136535;56042;9029;High
34277;i3;2013;North America;Silver;Diesel;Manual;31;92224;75205;5235;Low
34278;7 Series;2012;Europe;White;Diesel;Automatic;21;132306;74563;4643;Low
34279;X3;2020;South America;Black;Diesel;Automatic;19;55135;84675;344;Low
34280;X5;2015;Asia;Red;Diesel;Automatic;20;142319;44114;1772;Low
34281;i8;2019;Europe;Red;Diesel;Manual;26;199821;116498;732;Low
34282;X1;2022;North America;Grey;Electric;Automatic;31;169220;35170;5862;Low
34283;M3;2024;Asia;Silver;Petrol;Automatic;22;56134;115039;2260;Low
34284;7 Series;2018;Asia;White;Hybrid;Automatic;41;2430;110588;9454;High
